ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00002085,2138,0,0,2,5,23,28,1,0
F00002086,2138,0,0,2,10,,26,2,0
F00002087,2138,0,0,2,10,14,37,1,0
F00002090,2139,0,0,2,10,31,15,2,0
F00002093,2138,0,0,2,10,40,8,3,0
F00002094,2138,0,0,2,10,42,8,2,0
F00002100,2138,0,0,2,20,12,30,1,0
F00002101,2138,0,0,2,20,15,33,1,0
F00002102,2139,0,0,2,20,22,30,3,0
F00002106,2138,0,0,2,20,31,19,2,0
F00002107,2138,0,0,2,20,35,1,1,0
F00002109,2138,0,0,2,20,42,13,2,0
F00002110,2139,0,0,2,20,43,12,1,0
F00002112,2139,0,0,2,30,32,19,2,0
F00002113,2138,0,0,2,30,34,10,2,0
F00002114,2139,0,0,2,30,38,14,1,0
F00002116,2139,0,0,2,40,20,12,2,0
F00002118,2139,0,0,2,60,50,4,2,0
F00002119,2139,0,0,2,35,41,9,2,1
F00002122,2138,0,0,2,10,20,12,1,1
F00002123,2139,0,0,2,15,41,7,1,1
F00002126,2267,0,0,2,15,40,7,1,0
F00002127,2267,0,0,2,20,31,24,1,0
F00002128,2267,0,0,2,50,24,29,3,0
F00002129,2267,0,0,2,5,34,14,2,0
F00002130,2267,0,0,2,10,11,34,1,0
F00002131,2267,0,0,2,10,20,31,1,0
F00002136,2267,0,0,2,15,30,19,1,0
F00002137,2267,0,0,2,15,34,15,2,0
F00002139,2267,0,0,2,15,54,0,2,0
F00002140,2267,0,0,2,20,,15,2,0
F00002141,2267,0,0,2,20,14,39,2,0
F00002142,2267,0,0,2,20,15,34,3,0
F00002144,2267,0,0,2,20,26,26,2,0
F00002147,2267,0,0,2,20,33,14,3,0
F00002148,2267,0,0,2,20,33,19,2,0
F00002149,2267,0,0,2,20,34,9,2,0
F00002151,2267,0,0,2,20,35,14,1,0
F00002152,2267,0,0,2,20,,7,2,0
F00002154,2267,0,0,2,20,44,5,2,0
F00002156,2267,0,0,2,20,55,0,3,0
F00002157,2267,0,0,2,25,19,28,1,0
F00002159,2267,0,0,2,30,31,24,1,0
F00002160,2267,0,0,2,30,,18,2,0
F00002162,2267,0,0,2,30,40,9,3,0
F00002164,2267,0,0,2,40,,30,1,0
F00002165,2267,0,0,2,40,,9,1,0
F00002166,2267,0,0,2,40,45,6,1,0
F00002170,2267,0,0,2,60,28,26,2,0
F00002172,2267,0,0,2,30,,19,3,1
F00002173,2267,0,0,2,20,25,19,1,1
F00002174,2267,0,0,2,15,45,14,3,1
F00002177,2401,0,0,2,5,5,33,1,0
F00002178,2402,0,0,2,5,26,22,1,0
F00002179,2402,0,0,2,10,8,30,1,0
F00002181,2402,0,0,2,15,20,25,1,0
F00002182,2401,0,0,2,20,,31,2,0
F00002183,2401,0,0,2,20,24,25,1,0
F00002184,2402,0,0,2,20,31,21,1,0
F00002186,2401,0,0,2,20,38,7,1,0
F00002190,2401,0,0,2,25,44,5,3,0
F00002191,2401,0,0,2,30,52,2,3,0
F00002192,2401,0,0,2,35,34,15,2,0
F00002197,2401,0,0,2,10,46,10,1,1
F00002198,2401,0,0,2,20,40,7,1,1
F00002199,2402,0,0,2,20,43,11,2,1
F00002205,2541,0,0,2,5,20,36,1,0
F00002206,2541,0,0,2,10,33,14,2,0
F00002207,2542,0,0,2,10,34,15,3,0
F00002209,2542,0,0,2,15,34,21,2,0
F00002210,2542,0,0,2,20,20,29,2,0
F00002212,2541,0,0,2,20,35,24,2,0
F00002213,2542,0,0,2,20,43,8,3,0
F00002214,2542,0,0,2,20,45,16,1,0
F00002215,2542,0,0,2,20,48,9,2,0
F00002217,2542,0,0,2,20,55,4,2,0
F00002218,2541,0,0,2,30,26,29,3,0
F00002219,2542,0,0,2,30,36,21,2,0
F00002220,2542,0,0,2,30,37,16,3,0
F00002221,2542,0,0,2,30,47,6,3,0
F00002222,2541,0,0,2,40,22,31,2,0
F00002223,2541,0,0,2,40,34,19,2,0
F00002224,2542,0,0,2,40,50,0,1,0
F00002226,2541,0,0,2,50,51,4,3,0
F00002230,2542,0,0,2,35,,37,3,1
F00002231,2541,0,0,2,50,40,14,2,1
F00002235,2688,0,0,2,10,44,17,2,0
F00002236,2688,0,0,2,15,36,10,3,0
F00002238,2688,0,0,2,20,29,24,2,0
F00002240,2688,0,0,2,20,39,25,1,0
F00002241,2688,0,0,2,20,44,13,2,0
F00002245,2688,0,0,2,30,38,17,1,0
F00002247,2687,0,0,2,35,,33,1,0
F00002249,2688,0,0,2,40,,31,3,0
F00002251,2687,0,0,2,40,60,2,1,0
F00002252,2688,0,0,2,15,52,5,2,1
F00002254,2688,0,0,2,10,28,27,2,1
F00002256,2688,0,0,2,20,29,25,1,1
F00002257,2840,0,0,2,5,33,15,2,0
F00002259,2840,0,0,2,20,25,11,2,0
F00002260,2840,0,0,2,20,31,24,2,0
F00002261,2840,0,0,2,20,32,21,2,0
F00002262,2840,0,0,2,20,35,18,2,0
F00002264,2840,0,0,2,40,27,30,1,0
F00002268,2840,0,0,2,40,,0,2,0
F00002269,2840,0,0,2,50,41,20,1,0
F00002271,2840,0,0,2,40,36,17,3,1
F00002272,2840,0,0,2,20,55,4,3,1
F00002274,2840,0,0,2,40,15,13,2,1
F00002277,2999,0,0,2,5,,24,2,0
F00002278,2999,0,0,2,10,10,44,2,0
F00002283,2999,0,0,2,20,14,26,1,0
F00002289,2999,0,0,2,40,23,34,2,0
F00002291,2999,0,0,2,60,48,14,1,0
F00002299,3165,0,0,2,5,55,12,1,0
F00002300,3164,0,0,2,15,21,37,1,0
F00002301,3165,0,0,2,15,26,31,2,0
F00002302,3164,0,0,2,15,37,20,3,0
F00002304,3164,0,0,2,20,23,37,2,0
F00002305,3164,0,0,2,20,30,33,2,0
F00002306,3164,0,0,2,20,35,20,1,0
F00002308,3164,0,0,2,20,52,5,2,0
F00002310,3165,0,0,2,30,47,12,1,0
F00002311,3164,0,0,2,20,40,15,3,1
F00002312,3165,0,0,2,50,55,5,2,1
F00002314,3165,0,0,2,60,42,13,2,1
F00002315,3337,0,0,2,10,18,41,2,0
F00002316,3337,0,0,2,10,37,25,1,0
F00002317,3337,0,0,2,20,21,35,2,0
F00002318,3337,0,0,2,20,,24,1,0
F00002319,3337,0,0,2,40,49,8,2,0
F00002320,3337,0,0,2,20,30,30,2,1
F00002321,3337,0,0,2,15,21,37,3,1
F00002322,3336,0,0,2,20,46,16,2,1
F00002323,3336,0,0,2,60,50,14,1,1
F00002324,3337,0,0,2,10,51,3,2,1
F00002325,3516,0,0,2,5,20,22,2,0
F00002326,3516,0,0,2,5,40,12,1,0
F00002327,3516,0,0,2,20,,26,1,0
F00002331,3515,0,0,2,60,54,11,1,0
F00002332,3516,0,0,2,30,38,19,1,1
F00002333,3515,0,0,2,5,48,15,1,1
F00002334,3516,0,0,2,10,17,29,3,1
F00002337,3516,0,0,2,60,10,47,2,1
F00002338,3516,0,0,2,10,45,17,2,1
F00002339,3516,0,0,2,25,9,46,2,1
F00002340,3516,0,0,2,20,50,13,2,2
F00002341,3702,0,0,2,50,48,20,2,0
F00002342,3702,0,0,2,10,10,47,1,0
F00002345,3702,0,0,2,20,28,25,1,0
F00002346,3702,0,0,2,20,34,23,3,0
F00002347,3702,0,0,2,30,35,18,3,0
F00002348,3702,0,0,2,20,50,13,2,1
F00002349,3702,0,0,2,40,44,20,2,1
F00002350,3702,0,0,2,10,32,32,2,1
F00002351,3702,0,0,2,20,37,21,1,1
F00002356,3702,0,0,2,40,24,40,2,1
F00002358,3702,0,0,2,40,30,27,2,1
F00002359,3702,0,0,2,30,56,12,2,2
F00002360,3702,0,0,2,30,52,10,2,2
F00002362,3895,0,0,2,15,39,23,1,0
F00002363,3895,0,0,2,20,48,14,2,0
F00002365,3895,0,0,2,40,35,27,2,0
F00002366,3895,0,0,2,40,,12,1,0
F00002368,3895,0,0,2,20,40,27,1,1
F00002369,3895,0,0,2,40,51,9,2,1
F00002371,3896,0,0,2,20,20,42,3,1
F00002372,4096,0,0,2,20,31,31,2,0
F00002373,4096,0,0,2,20,41,23,2,1
F00002378,151,0,1,2,30,12,2,2,0
F00002379,150,0,1,2,30,12,5,3,0
F00002381,169,0,1,2,20,16,0,1,0
F00002383,168,0,1,2,30,15,1,2,0
F00002384,168,0,1,2,40,8,6,2,0
F00002385,169,0,1,2,70,22,0,1,0
F00002386,188,0,1,2,20,20,2,3,0
F00002387,188,0,1,2,35,15,4,2,0
F00002388,188,0,1,2,40,17,2,1,0
F00002392,209,0,1,2,30,18,2,2,0
F00002393,232,0,1,2,5,,4,1,0
F00002394,232,0,1,2,15,10,9,1,0
F00002396,232,0,1,2,20,10,4,2,0
F00002397,231,0,1,2,20,14,9,2,0
F00002398,231,0,1,2,20,21,2,3,0
F00002399,232,0,1,2,30,11,7,2,0
F00002402,232,0,1,2,15,,8,2,1
F00002403,256,0,1,2,5,21,5,1,0
F00002407,256,0,1,2,25,17,5,1,0
F00002409,257,0,1,2,40,19,0,1,0
F00002410,256,0,1,2,40,20,5,1,0
F00002412,283,0,1,2,15,15,9,1,0
F00002414,283,0,1,2,20,25,1,1,0
F00002415,283,0,1,2,40,22,5,3,0
F00002416,283,0,1,2,40,26,5,2,0
F00002419,312,0,1,2,20,14,9,2,0
F00002420,312,0,1,2,20,20,10,2,0
F00002421,312,0,1,2,30,16,2,1,0
F00002423,342,0,1,2,10,10,13,1,0
F00002424,342,0,1,2,10,15,6,3,0
F00002425,342,0,1,2,10,20,7,1,0
F00002427,342,0,1,2,20,8,13,2,0
F00002428,342,0,1,2,20,19,3,2,0
F00002429,342,0,1,2,20,28,1,1,0
F00002431,342,0,1,2,30,17,10,2,0
F00002432,342,0,1,2,40,18,5,2,0
F00002434,375,0,1,2,5,17,7,3,0
F00002435,375,0,1,2,20,13,2,1,0
F00002437,375,0,1,2,20,15,11,1,0
F00002441,375,0,1,2,20,22,1,3,0
F00002443,375,0,1,2,20,26,1,1,0
F00002444,375,0,1,2,25,,4,2,0
F00002447,410,0,1,2,30,,6,1,0
F00002448,411,0,1,2,10,,15,1,0
F00002450,411,0,1,2,10,,1,3,0
F00002452,410,0,1,2,15,25,6,2,0
F00002453,411,0,1,2,20,11,15,3,0
F00002456,411,0,1,2,25,20,8,1,0
F00002457,410,0,1,2,25,22,1,1,0
F00002459,410,0,1,2,30,23,6,1,0
F00002460,410,0,1,2,30,,3,2,0
F00002461,410,0,1,2,30,26,7,1,0
F00002462,410,0,1,2,35,18,2,3,0
F00002467,411,0,1,2,45,29,2,1,0
F00002470,410,0,1,2,55,31,0,2,0
F00002471,411,0,1,2,70,25,0,2,0
F00002472,410,0,1,2,90,25,5,1,0
F00002476,448,0,1,2,10,7,3,3,0
F00002480,448,0,1,2,15,16,11,2,0
F00002481,448,0,1,2,15,30,0,2,0
F00002482,448,0,1,2,20,12,4,1,0
F00002483,448,0,1,2,20,14,11,3,0
F00002484,448,0,1,2,20,17,7,1,0
F00002487,448,0,1,2,20,19,12,2,0
F00002488,448,0,1,2,20,21,7,2,0
F00002490,448,0,1,2,25,17,11,2,0
F00002491,448,0,1,2,25,25,7,3,0
F00002493,448,0,1,2,30,23,5,2,0
F00002494,448,0,1,2,30,,2,1,0
F00002496,448,0,1,2,35,,7,2,0
F00002497,448,0,1,2,40,5,6,3,0
F00002498,448,0,1,2,40,9,13,2,0
F00002499,448,0,1,2,40,25,6,3,0
F00002500,448,0,1,2,40,26,6,3,0
F00002502,448,0,1,2,50,21,2,2,0
F00002504,448,0,1,2,55,26,7,3,0
F00002506,448,0,1,2,60,25,13,1,0
F00002508,488,0,1,2,5,25,5,1,0
F00002510,488,0,1,2,10,15,12,1,0
F00002511,488,0,1,2,10,19,13,2,0
F00002513,488,0,1,2,20,17,16,2,0
F00002518,488,0,1,2,20,,10,2,0
F00002520,488,0,1,2,20,27,0,1,0
F00002521,488,0,1,2,20,27,5,3,0
F00002524,488,0,1,2,25,14,8,2,0
F00002525,488,0,1,2,25,22,8,3,0
F00002529,488,0,1,2,30,29,3,1,0
F00002531,488,0,1,2,40,20,2,2,0
F00002532,489,0,1,2,40,,9,2,0
F00002533,488,0,1,2,40,28,4,1,0
F00002534,488,0,1,2,45,11,10,2,0
F00002535,488,0,1,2,50,21,9,3,0
F00002536,489,0,1,2,50,21,11,1,0
F00002540,488,0,1,2,80,24,7,1,0
F00002541,531,0,1,2,20,24,13,1,0
F00002542,531,0,1,2,5,12,10,2,0
F00002543,531,0,1,2,5,20,6,3,0
F00002545,531,0,1,2,10,20,13,2,0
F00002549,531,0,1,2,20,17,5,2,0
F00002553,531,0,1,2,25,17,14,1,0
F00002554,531,0,1,2,25,24,6,1,0
F00002555,531,0,1,2,25,24,10,2,0
F00002557,531,0,1,2,30,20,3,1,0
F00002559,531,0,1,2,40,,6,2,0
F00002560,531,0,1,2,40,,18,1,0
F00002561,531,0,1,2,40,18,11,1,0
F00002566,531,0,1,2,70,19,6,1,0
F00002568,531,0,1,2,80,8,5,2,0
F00002569,577,0,1,2,5,10,19,2,0
F00002570,577,0,1,2,5,21,19,1,0
F00002571,577,0,1,2,10,10,11,3,0
F00002573,577,0,1,2,10,21,10,2,0
F00002574,577,0,1,2,10,21,11,1,0
F00002575,577,0,1,2,10,28,4,1,0
F00002576,577,0,1,2,15,7,17,1,0
F00002577,577,0,1,2,15,14,14,2,0
F00002578,577,0,1,2,15,15,18,3,0
F00002579,577,0,1,2,15,17,14,2,0
F00002580,577,0,1,2,15,,11,2,0
F00002584,577,0,1,2,15,24,7,2,0
F00002585,577,0,1,2,15,32,7,2,0
F00002587,577,0,1,2,20,13,14,1,0
F00002588,577,0,1,2,20,17,4,2,0
F00002589,577,0,1,2,20,19,3,2,0
F00002590,577,0,1,2,20,22,6,1,0
F00002591,577,0,1,2,20,24,6,2,0
F00002592,577,0,1,2,20,30,4,1,0
F00002595,577,0,1,2,30,,9,1,0
F00002599,577,0,1,2,35,26,7,2,0
F00002601,577,0,1,2,40,11,4,3,0
F00002603,577,0,1,2,40,15,16,2,0
F00002604,577,0,1,2,40,20,10,3,0
F00002606,577,0,1,2,40,22,12,2,0
F00002607,577,0,1,2,40,23,7,2,0
F00002609,577,0,1,2,40,29,2,3,0
F00002610,577,0,1,2,40,,3,2,0
F00002611,577,0,1,2,40,35,6,3,0
F00002614,577,0,1,2,50,32,2,2,0
F00002616,577,0,1,2,60,24,14,2,0
F00002618,577,0,1,2,90,33,2,2,0
F00002619,626,0,1,2,30,19,17,2,0
F00002620,626,0,1,2,5,12,16,3,0
F00002622,626,0,1,2,5,22,5,2,0
F00002627,626,0,1,2,15,10,16,1,0
F00002628,625,0,1,2,15,12,10,2,0
F00002630,625,0,1,2,15,29,2,3,0
F00002631,625,0,1,2,20,,8,1,0
F00002633,625,0,1,2,20,12,17,1,0
F00002634,625,0,1,2,20,20,12,3,0
F00002635,625,0,1,2,20,21,14,2,0
F00002636,625,0,1,2,20,25,2,1,0
F00002637,625,0,1,2,20,28,4,2,0
F00002638,625,0,1,2,20,28,12,2,0
F00002639,625,0,1,2,20,32,2,2,0
F00002642,626,0,1,2,25,16,12,2,0
F00002643,626,0,1,2,25,17,14,1,0
F00002644,625,0,1,2,30,10,10,3,0
F00002645,625,0,1,2,30,14,14,2,0
F00002646,626,0,1,2,30,,12,2,0
F00002649,626,0,1,2,30,,1,2,0
F00002651,625,0,1,2,30,28,10,2,0
F00002653,625,0,1,2,40,12,17,3,0
F00002654,625,0,1,2,40,16,6,2,0
F00002656,625,0,1,2,40,20,12,2,0
F00002661,626,0,1,2,50,,8,1,0
F00002663,625,0,1,2,50,,0,3,0
F00002664,625,0,1,2,60,17,15,1,0
F00002665,626,0,1,2,60,17,16,3,0
F00002666,626,0,1,2,60,19,9,2,0
F00002667,626,0,1,2,60,19,13,2,0
F00002668,626,0,1,2,60,21,15,3,0
F00002669,626,0,1,2,60,24,14,2,0
F00002670,625,0,1,2,60,26,2,2,0
F00002672,625,0,1,2,85,33,2,2,0
F00002678,677,0,1,2,5,10,21,1,0
F00002679,677,0,1,2,10,5,18,2,0
F00002680,677,0,1,2,10,13,10,2,0
F00002681,677,0,1,2,10,,18,2,0
F00002683,677,0,1,2,10,16,6,2,0
F00002684,677,0,1,2,10,19,13,1,0
F00002686,677,0,1,2,10,,11,2,0
F00002688,677,0,1,2,15,16,14,1,0
F00002689,677,0,1,2,15,27,5,2,0
F00002691,677,0,1,2,20,11,16,3,0
F00002692,677,0,1,2,20,,11,3,0
F00002694,677,0,1,2,20,15,3,2,0
F00002699,677,0,1,2,20,20,10,1,0
F00002701,677,0,1,2,20,30,5,1,0
F00002703,677,0,1,2,25,11,21,1,0
F00002704,677,0,1,2,25,21,14,1,0
F00002705,677,0,1,2,25,25,1,1,0
F00002706,677,0,1,2,25,31,0,3,0
F00002708,677,0,1,2,30,17,17,2,0
F00002709,677,0,1,2,30,24,7,2,0
F00002713,677,0,1,2,30,31,2,1,0
F00002714,677,0,1,2,30,,0,2,0
F00002715,677,0,1,2,35,20,18,3,0
F00002716,677,0,1,2,35,23,12,1,0
F00002718,677,0,1,2,40,,6,2,0
F00002719,677,0,1,2,40,38,1,2,0
F00002721,677,0,1,2,45,19,16,3,0
F00002722,677,0,1,2,45,26,9,2,0
F00002723,677,0,1,2,50,,7,2,0
F00002724,677,0,1,2,50,25,12,3,0
F00002725,677,0,1,2,50,29,4,2,0
F00002726,677,0,1,2,60,26,9,1,0
F00002728,677,0,1,2,60,35,6,2,0
F00002729,732,0,1,2,40,26,12,2,0
F00002730,732,0,1,2,10,5,22,2,0
F00002734,732,0,1,2,10,,15,2,0
F00002735,731,0,1,2,10,28,8,2,0
F00002737,732,0,1,2,15,17,19,1,0
F00002738,732,0,1,2,15,23,4,3,0
F00002739,731,0,1,2,15,26,10,1,0
F00002741,731,0,1,2,20,14,17,1,0
F00002745,731,0,1,2,20,20,8,2,0
F00002748,732,0,1,2,20,24,7,1,0
F00002749,731,0,1,2,20,24,14,1,0
F00002750,731,0,1,2,20,25,10,1,0
F00002751,732,0,1,2,20,26,13,2,0
F00002752,732,0,1,2,20,32,2,2,0
F00002753,732,0,1,2,20,40,1,2,0
F00002754,732,0,1,2,25,19,17,2,0
F00002755,731,0,1,2,30,10,21,1,0
F00002758,732,0,1,2,30,22,14,2,0
F00002759,732,0,1,2,30,23,13,2,0
F00002761,731,0,1,2,30,28,8,1,0
F00002762,731,0,1,2,30,30,2,2,0
F00002763,731,0,1,2,40,10,16,3,0
F00002764,731,0,1,2,40,13,16,2,0
F00002765,731,0,1,2,40,18,14,3,0
F00002766,732,0,1,2,40,20,5,2,0
F00002768,731,0,1,2,40,25,12,1,0
F00002769,731,0,1,2,40,26,6,2,0
F00002770,732,0,1,2,40,34,4,1,0
F00002771,731,0,1,2,50,15,20,2,0
F00002772,732,0,1,2,50,28,7,2,0
F00002773,731,0,1,2,60,22,0,2,0
F00002775,731,0,1,2,60,32,4,2,0
F00002777,732,0,1,2,80,38,3,2,0
F00002778,731,0,1,2,20,20,7,2,1
F00002781,789,0,1,2,10,10,17,2,0
F00002782,789,0,1,2,10,,14,1,0
F00002783,790,0,1,2,10,19,13,1,0
F00002787,790,0,1,2,15,13,19,2,0
F00002788,790,0,1,2,15,21,18,3,0
F00002793,790,0,1,2,20,18,7,2,0
F00002794,789,0,1,2,20,20,7,2,0
F00002796,789,0,1,2,20,22,9,2,0
F00002797,789,0,1,2,20,23,8,2,0
F00002798,790,0,1,2,20,25,9,1,0
F00002801,789,0,1,2,20,30,10,3,0
F00002803,790,0,1,2,25,,21,1,0
F00002804,789,0,1,2,25,19,16,3,0
F00002807,790,0,1,2,30,27,6,2,0
F00002808,789,0,1,2,30,30,1,1,0
F00002809,789,0,1,2,30,31,4,3,0
F00002811,789,0,1,2,35,25,10,2,0
F00002812,790,0,1,2,40,12,21,3,0
F00002814,790,0,1,2,50,18,13,2,0
F00002816,789,0,1,2,50,33,4,1,0
F00002818,789,0,1,2,60,22,16,1,0
F00002819,789,0,1,2,60,34,2,3,0
F00002820,790,0,1,2,60,34,4,2,0
F00002821,789,0,1,2,65,28,6,2,0
F00002825,851,0,1,2,5,19,17,2,0
F00002826,851,0,1,2,5,40,4,2,0
F00002829,851,0,1,2,10,30,3,3,0
F00002831,851,0,1,2,15,12,24,2,0
F00002833,851,0,1,2,20,,19,2,0
F00002834,851,0,1,2,20,14,18,2,0
F00002835,851,0,1,2,20,16,21,2,0
F00002836,851,0,1,2,20,18,12,2,0
F00002837,851,0,1,2,20,18,18,2,0
F00002838,851,0,1,2,20,20,9,3,0
F00002839,851,0,1,2,20,,14,2,0
F00002840,851,0,1,2,20,22,11,2,0
F00002841,851,0,1,2,20,24,10,2,0
F00002846,851,0,1,2,20,38,1,1,0
F00002847,851,0,1,2,25,14,20,2,0
F00002848,850,0,1,2,25,15,21,3,0
F00002849,851,0,1,2,25,22,14,3,0
F00002851,851,0,1,2,25,30,5,1,0
F00002852,851,0,1,2,25,35,4,3,0
F00002853,850,0,1,2,30,12,23,2,0
F00002855,851,0,1,2,30,19,9,1,0
F00002856,851,0,1,2,30,20,18,2,0
F00002857,851,0,1,2,30,22,16,3,0
F00002858,851,0,1,2,30,24,16,2,0
F00002859,851,0,1,2,30,27,7,3,0
F00002860,850,0,1,2,30,34,6,1,0
F00002862,850,0,1,2,35,25,12,3,0
F00002864,851,0,1,2,40,7,24,1,0
F00002865,851,0,1,2,40,15,21,1,0
F00002866,851,0,1,2,40,25,14,2,0
F00002867,851,0,1,2,40,26,7,3,0
F00002868,851,0,1,2,40,27,6,1,0
F00002869,851,0,1,2,40,30,11,1,0
F00002875,851,0,1,2,60,6,24,1,0
F00002876,851,0,1,2,60,,23,3,0
F00002878,851,0,1,2,60,23,16,1,0
F00002880,851,0,1,2,60,31,7,1,0
F00002882,851,0,1,2,85,28,5,2,0
F00002885,850,0,1,2,25,26,10,1,1
F00002887,915,0,1,2,80,31,6,3,0
F00002888,915,0,1,2,5,17,13,2,0
F00002892,916,0,1,2,10,,24,2,0
F00002893,915,0,1,2,10,10,15,3,0
F00002895,915,0,1,2,10,25,9,2,0
F00002896,915,0,1,2,10,29,12,3,0
F00002898,916,0,1,2,15,12,18,2,0
F00002900,916,0,1,2,15,12,23,2,0
F00002901,915,0,1,2,15,15,20,3,0
F00002902,916,0,1,2,15,17,19,1,0
F00002906,915,0,1,2,20,,20,3,0
F00002909,915,0,1,2,20,14,21,2,0
F00002911,915,0,1,2,20,23,11,3,0
F00002912,915,0,1,2,20,23,17,2,0
F00002913,915,0,1,2,20,24,13,1,0
F00002914,915,0,1,2,20,31,4,2,0
F00002918,916,0,1,2,20,38,0,2,0
F00002919,915,0,1,2,20,,3,2,0
F00002920,915,0,1,2,25,16,1,2,0
F00002921,915,0,1,2,25,30,0,3,0
F00002922,915,0,1,2,25,30,6,2,0
F00002923,916,0,1,2,25,34,2,1,0
F00002925,915,0,1,2,25,37,5,2,0
F00002926,915,0,1,2,30,10,10,2,0
F00002928,915,0,1,2,30,,9,2,0
F00002931,915,0,1,2,30,,2,2,0
F00002935,915,0,1,2,30,37,3,2,0
F00002936,915,0,1,2,35,34,2,2,0
F00002937,916,0,1,2,40,8,23,1,0
F00002938,915,0,1,2,40,11,24,3,0
F00002944,915,0,1,2,40,36,1,2,0
F00002945,915,0,1,2,40,36,2,2,0
F00002946,915,0,1,2,40,38,1,2,0
F00002947,915,0,1,2,45,17,20,2,0
F00002948,915,0,1,2,45,23,17,2,0
F00002949,915,0,1,2,45,25,10,1,0
F00002953,915,0,1,2,60,19,18,3,0
F00002956,916,0,1,2,60,33,8,3,0
F00002957,916,0,1,2,60,36,3,1,0
F00002958,915,0,1,2,70,32,7,1,0
F00002960,916,0,1,2,10,20,20,1,1
F00002961,916,0,1,2,40,32,3,2,1
F00002963,916,0,1,2,40,23,12,1,1
F00002967,984,0,1,2,30,18,22,2,0
F00002968,984,0,1,2,45,19,21,1,0
F00002969,984,0,1,2,60,20,16,2,0
F00002970,984,0,1,2,5,10,11,1,0
F00002971,984,0,1,2,5,15,20,2,0
F00002972,984,0,1,2,10,10,26,2,0
F00002974,984,0,1,2,15,9,26,1,0
F00002977,984,0,1,2,15,21,8,1,0
F00002980,984,0,1,2,15,40,1,2,0
F00002982,984,0,1,2,20,19,15,3,0
F00002983,984,0,1,2,20,24,13,3,0
F00002984,984,0,1,2,20,25,17,2,0
F00002985,984,0,1,2,20,26,12,3,0
F00002986,984,0,1,2,20,29,12,2,0
F00002987,984,0,1,2,20,30,6,3,0
F00002988,984,0,1,2,20,33,1,2,0
F00002991,984,0,1,2,25,32,10,3,0
F00002992,984,0,1,2,30,,18,2,0
F00002993,984,0,1,2,30,20,20,3,0
F00002997,984,0,1,2,30,33,4,1,0
F00002998,984,0,1,2,30,35,4,2,0
F00002999,984,0,1,2,30,37,3,2,0
F00003000,984,0,1,2,30,38,1,1,0
F00003001,984,0,1,2,30,38,3,3,0
F00003002,984,0,1,2,35,,12,3,0
F00003003,984,0,1,2,35,19,20,2,0
F00003004,984,0,1,2,35,24,14,1,0
F00003005,984,0,1,2,40,7,23,3,0
F00003006,984,0,1,2,40,10,22,1,0
F00003007,984,0,1,2,40,17,24,2,0
F00003009,984,0,1,2,40,,14,3,0
F00003010,984,0,1,2,40,,2,2,0
F00003011,984,0,1,2,40,30,7,2,0
F00003012,984,0,1,2,40,39,0,1,0
F00003017,984,0,1,2,50,30,10,2,0
F00003018,984,0,1,2,60,30,10,2,0
F00003020,984,0,1,2,40,31,11,1,1
F00003021,984,0,1,2,20,21,14,2,1
F00003022,984,0,1,2,40,31,3,2,1
F00003023,984,0,1,2,30,21,17,2,1
F00003024,984,0,1,2,25,28,11,1,2
F00003026,1056,0,1,2,15,12,27,1,0
F00003027,1056,0,1,2,40,20,17,2,0
F00003032,1056,0,1,2,10,22,15,1,0
F00003033,1056,0,1,2,10,38,3,3,0
F00003034,1056,0,1,2,10,,0,3,0
F00003035,1056,0,1,2,15,25,16,1,0
F00003036,1056,0,1,2,20,8,27,2,0
F00003037,1056,0,1,2,20,17,20,3,0
F00003038,1056,0,1,2,20,21,9,2,0
F00003040,1056,0,1,2,20,22,10,2,0
F00003043,1056,0,1,2,20,30,4,2,0
F00003044,1056,0,1,2,20,40,1,2,0
F00003045,1056,0,1,2,25,16,27,2,0
F00003046,1056,0,1,2,25,43,2,1,0
F00003048,1056,0,1,2,30,21,16,3,0
F00003049,1056,0,1,2,30,22,15,2,0
F00003051,1056,0,1,2,30,29,8,2,0
F00003052,1056,0,1,2,30,29,18,1,0
F00003053,1056,0,1,2,30,30,11,2,0
F00003054,1056,0,1,2,30,32,5,1,0
F00003055,1056,0,1,2,30,38,5,3,0
F00003057,1056,0,1,2,30,,0,2,0
F00003059,1056,0,1,2,40,16,17,1,0
F00003060,1056,0,1,2,40,17,20,1,0
F00003062,1056,0,1,2,40,19,20,2,0
F00003063,1056,0,1,2,40,28,6,1,0
F00003066,1056,0,1,2,45,25,14,2,0
F00003067,1056,0,1,2,45,39,3,3,0
F00003069,1056,0,1,2,50,30,14,1,0
F00003071,1056,0,1,2,60,22,15,3,0
F00003073,1056,0,1,2,60,40,1,1,0
F00003074,1056,0,1,2,20,5,25,1,1
F00003076,1132,0,1,2,30,,18,2,0
F00003077,1132,0,1,2,5,10,8,1,0
F00003079,1132,0,1,2,5,20,20,2,0
F00003080,1132,0,1,2,10,5,23,1,0
F00003082,1132,0,1,2,10,15,19,3,0
F00003083,1132,0,1,2,10,,18,2,0
F00003086,1132,0,1,2,15,13,10,2,0
F00003087,1132,0,1,2,15,19,18,2,0
F00003090,1132,0,1,2,20,10,18,2,0
